gene_name,experiment_ids,allen_gene_ids,entrez_ids,entrez_history,current_entrez_ids,mgi_ids,current_symbols,old_ensembl_id,mgi_candidates,ncbi_candidates,candidate_ids,allen_target_ambiguous,ensembl_ids,rejected_candidates,status
Nrip1,[739],[92612],"[""268903""]","[[""268903""]]","[""268903""]","[""MGI:1315213""]","[""Nrip1""]",ENSMUSG00000048490,"[""ENSMUSG00000048490""]","[""ENSMUSG00000048490""]","[""ENSMUSG00000048490""]",False,"[""ENSMUSG00000048490""]",{},one_to_one
Nrip3,[73520999],[54433],"[""78593""]","[[""78593""]]","[""78593""]","[""MGI:1925843""]","[""Nrip3""]",ENSMUSG00000034825,"[""ENSMUSG00000034825""]","[""ENSMUSG00000034825""]","[""ENSMUSG00000034825""]",False,"[""ENSMUSG00000034825""]",{},one_to_one
Nrk,[75084477],[26951],"[""27206""]","[[""27206""]]","[""27206""]","[""MGI:1351326""]","[""Nrk""]",ENSMUSG00000052854,"[""ENSMUSG00000052854""]","[""ENSMUSG00000052854""]","[""ENSMUSG00000052854""]",False,"[""ENSMUSG00000052854""]",{},one_to_one
Nrm,[75042265],[70747],"[""106582""]","[[""106582""]]","[""106582""]","[""MGI:2146855""]","[""Nrm""]",ENSMUSG00000059791,"[""ENSMUSG00000059791""]","[""ENSMUSG00000059791""]","[""ENSMUSG00000059791""]",False,"[""ENSMUSG00000059791""]",{},one_to_one
Nrn1,[75147760],[44246],"[""68404""]","[[""68404""]]","[""68404""]","[""MGI:1915654""]","[""Nrn1""]",ENSMUSG00000039114,"[""ENSMUSG00000039114""]","[""ENSMUSG00000039114""]","[""ENSMUSG00000039114""]",False,"[""ENSMUSG00000039114""]",{},one_to_one
Nrp1,[74272479],[17953],"[""18186""]","[[""18186""]]","[""18186""]","[""MGI:106206""]","[""Nrp1""]",ENSMUSG00000025810,"[""ENSMUSG00000025810""]","[""ENSMUSG00000025810""]","[""ENSMUSG00000025810""]",False,"[""ENSMUSG00000025810""]",{},one_to_one
Nrsn1,[71358557],[22117],"[""22360""]","[[""22360""]]","[""22360""]","[""MGI:894662""]","[""Nrsn1""]",ENSMUSG00000048978,"[""ENSMUSG00000048978""]","[""ENSMUSG00000048978""]","[""ENSMUSG00000048978""]",False,"[""ENSMUSG00000048978""]",{},one_to_one
Nrsn2,[79912548],[86772],"[""228777""]","[[""228777""]]","[""228777""]","[""MGI:2684969""]","[""Nrsn2""]",ENSMUSG00000059361,"[""ENSMUSG00000059361""]","[""ENSMUSG00000059361""]","[""ENSMUSG00000059361""]",False,"[""ENSMUSG00000059361""]",{},one_to_one
Nrtn,[741],[17955],"[""18188""]","[[""18188""]]","[""18188""]","[""MGI:108417""]","[""Nrtn""]",ENSMUSG00000039481,"[""ENSMUSG00000039481""]","[""ENSMUSG00000039481""]","[""ENSMUSG00000039481""]",False,"[""ENSMUSG00000039481""]",{},one_to_one
Nrxn1,"[70301083, 75988632]",[17956],"[""18189""]","[[""18189""]]","[""18189""]","[""MGI:1096391""]","[""Nrxn1""]",ENSMUSG00000024109,"[""ENSMUSG00000024109""]","[""ENSMUSG00000024109""]","[""ENSMUSG00000024109""]",False,"[""ENSMUSG00000024109""]",{},one_to_one
Nrxn3,"[71587783, 75042240]",[17958],"[""18191""]","[[""18191""]]","[""18191""]","[""MGI:1096389""]","[""Nrxn3""]",ENSMUSG00000066392,"[""ENSMUSG00000066392""]","[""ENSMUSG00000066392""]","[""ENSMUSG00000066392""]",False,"[""ENSMUSG00000066392""]",{},one_to_one
Nsdhl,[72007933],[17961],"[""18194""]","[[""18194""]]","[""18194""]","[""MGI:1099438""]","[""Nsdhl""]",ENSMUSG00000031349,"[""ENSMUSG00000031349""]","[""ENSMUSG00000031349""]","[""ENSMUSG00000031349""]",False,"[""ENSMUSG00000031349""]",{},one_to_one
Nsf,[356092],[17962],"[""18195""]","[[""18195""]]","[""18195""]","[""MGI:104560""]","[""Nsf""]",ENSMUSG00000034187,"[""ENSMUSG00000034187""]","[""ENSMUSG00000034187""]","[""ENSMUSG00000034187""]",False,"[""ENSMUSG00000034187""]",{},one_to_one
Nsun7,[77332090],[46759],"[""70918""]","[[""70918""]]","[""70918""]","[""MGI:1918168""]","[""Nsun7""]",ENSMUSG00000029206,"[""ENSMUSG00000029206""]","[""ENSMUSG00000029206""]","[""ENSMUSG00000029206""]",False,"[""ENSMUSG00000029206""]",{},one_to_one
Nt5dc2,[73817984],[45862],"[""70021""]","[[""70021""]]","[""70021""]","[""MGI:1917271""]","[""Nt5dc2""]",ENSMUSG00000071547,"[""ENSMUSG00000071547""]","[""ENSMUSG00000071547""]","[""ENSMUSG00000071547""]",False,"[""ENSMUSG00000071547""]",{},one_to_one
Nt5dc3,[73992926],[67633],"[""103466""]","[[""103466""]]","[""103466""]","[""MGI:3513266""]","[""Nt5dc3""]",ENSMUSG00000054027,"[""ENSMUSG00000054027""]","[""ENSMUSG00000054027"", ""ENSMUSG00000112743""]","[""ENSMUSG00000054027"", ""ENSMUSG00000112743""]",False,"[""ENSMUSG00000054027""]","{""ENSMUSG00000112743"": ""MGI_identity_not_confirmed""}",one_to_one
Nt5m,[74658088],[68017],"[""103850""]","[[""103850""]]","[""103850""]","[""MGI:1917127""]","[""Nt5m""]",ENSMUSG00000032615,"[""ENSMUSG00000032615""]","[""ENSMUSG00000032615""]","[""ENSMUSG00000032615""]",False,"[""ENSMUSG00000032615""]",{},one_to_one
Ntf3,[2440],[17972],"[""18205""]","[[""18205""]]","[""18205""]","[""MGI:97380""]","[""Ntf3""]",ENSMUSG00000049107,"[""ENSMUSG00000049107""]","[""ENSMUSG00000049107""]","[""ENSMUSG00000049107""]",False,"[""ENSMUSG00000049107""]",{},one_to_one
Ntf5,[1393],[54245],"[""78405""]","[[""78405""]]","[""78405""]","[""MGI:97381""]","[""Ntf5""]",ENSMUSG00000074121,"[""ENSMUSG00000074121""]","[""ENSMUSG00000074121""]","[""ENSMUSG00000074121""]",False,"[""ENSMUSG00000074121""]",{},one_to_one
Ntm,"[573, 77866868]",[87964],"[""235106""]","[[""235106""]]","[""235106""]","[""MGI:2446259""]","[""Ntm""]",ENSMUSG00000059974,"[""ENSMUSG00000059974""]","[""ENSMUSG00000059974""]","[""ENSMUSG00000059974""]",False,"[""ENSMUSG00000059974""]",{},one_to_one
Ntn1,[74511838],[17975],"[""18208""]","[[""18208""]]","[""18208""]","[""MGI:105088""]","[""Ntn1""]",ENSMUSG00000020902,"[""ENSMUSG00000020902""]","[""ENSMUSG00000020902""]","[""ENSMUSG00000020902""]",False,"[""ENSMUSG00000020902""]",{},one_to_one
Ntng1,[71924185],[56653],"[""80883""]","[[""80883""]]","[""80883""]","[""MGI:1934028""]","[""Ntng1""]",ENSMUSG00000059857,"[""ENSMUSG00000059857""]","[""ENSMUSG00000059857""]","[""ENSMUSG00000059857""]",False,"[""ENSMUSG00000059857""]",{},one_to_one
Ntng2,[73615803],[82364],"[""171171""]","[[""171171""]]","[""171171""]","[""MGI:2159341""]","[""Ntng2""]",ENSMUSG00000035513,"[""ENSMUSG00000035513""]","[""ENSMUSG00000035513""]","[""ENSMUSG00000035513""]",False,"[""ENSMUSG00000035513""]",{},one_to_one
Ntpcr,[75773704],[42409],"[""66566""]","[[""66566""]]","[""66566""]","[""MGI:1913816""]","[""Ntpcr""]",ENSMUSG00000031851,"[""ENSMUSG00000031851""]","[""ENSMUSG00000031851""]","[""ENSMUSG00000031851""]",False,"[""ENSMUSG00000031851""]",{},one_to_one
Ntrk1,[71670679],[17978],"[""18211""]","[[""18211""]]","[""18211""]","[""MGI:97383""]","[""Ntrk1""]",ENSMUSG00000028072,"[""ENSMUSG00000028072""]","[""ENSMUSG00000028072""]","[""ENSMUSG00000028072""]",False,"[""ENSMUSG00000028072""]",{},one_to_one
Ntrk2,[746],[17979],"[""18212""]","[[""18212""]]","[""18212""]","[""MGI:97384""]","[""Ntrk2""]",ENSMUSG00000055254,"[""ENSMUSG00000055254""]","[""ENSMUSG00000055254""]","[""ENSMUSG00000055254""]",False,"[""ENSMUSG00000055254""]",{},one_to_one
Ntrk3,[76115738],[17980],"[""18213""]","[[""18213""]]","[""18213""]","[""MGI:97385""]","[""Ntrk3""]",ENSMUSG00000059146,"[""ENSMUSG00000059146""]","[""ENSMUSG00000059146""]","[""ENSMUSG00000059146""]",False,"[""ENSMUSG00000059146""]",{},one_to_one
Nts,[73788032],[43248],"[""67405""]","[[""67405""]]","[""67405""]","[""MGI:1328351""]","[""Nts""]",ENSMUSG00000019890,"[""ENSMUSG00000019890""]","[""ENSMUSG00000019890""]","[""ENSMUSG00000019890""]",False,"[""ENSMUSG00000019890""]",{},one_to_one
Ntsr1,[73519704],[17983],"[""18216""]","[[""18216""]]","[""18216""]","[""MGI:97386""]","[""Ntsr1""]",ENSMUSG00000027568,"[""ENSMUSG00000027568""]","[""ENSMUSG00000027568""]","[""ENSMUSG00000027568""]",False,"[""ENSMUSG00000027568""]",{},one_to_one
Nubp1,[74819687],[26173],"[""26425""]","[[""26425""]]","[""26425""]","[""MGI:1347073""]","[""Nubp1""]",ENSMUSG00000022503,"[""ENSMUSG00000022503""]","[""ENSMUSG00000022503""]","[""ENSMUSG00000022503""]",False,"[""ENSMUSG00000022503""]",{},one_to_one
Nucb2,[75774683],[32802],"[""53322""]","[[""53322""]]","[""53322""]","[""MGI:1858179""]","[""Nucb2""]",ENSMUSG00000030659,"[""ENSMUSG00000030659""]","[""ENSMUSG00000030659""]","[""ENSMUSG00000030659""]",False,"[""ENSMUSG00000030659""]",{},one_to_one
Nudc,[2442],[17988],"[""18221""]","[[""18221""]]","[""18221""]","[""MGI:106014""]","[""Nudc""]",ENSMUSG00000028851,"[""ENSMUSG00000028851""]","[""ENSMUSG00000028851""]","[""ENSMUSG00000028851""]",False,"[""ENSMUSG00000028851""]",{},one_to_one
Nudt2,[77414917],[42244],"[""66401""]","[[""66401""]]","[""66401""]","[""MGI:1913651""]","[""Nudt2""]",ENSMUSG00000028443,"[""ENSMUSG00000028443""]","[""ENSMUSG00000028443""]","[""ENSMUSG00000028443""]",False,"[""ENSMUSG00000028443""]",{},one_to_one
Nudt21,[2115],[44062],"[""68219""]","[[""68219""]]","[""68219""]","[""MGI:1915469""]","[""Nudt21""]",ENSMUSG00000031754,"[""ENSMUSG00000031754""]","[""ENSMUSG00000031754""]","[""ENSMUSG00000031754""]",False,"[""ENSMUSG00000031754""]",{},one_to_one
Nudt4,[71836882],[47048],"[""71207""]","[[""71207""]]","[""71207""]","[""MGI:1918457""]","[""Nudt4""]",ENSMUSG00000020029,"[""ENSMUSG00000020029""]","[""ENSMUSG00000020029""]","[""ENSMUSG00000020029""]",False,"[""ENSMUSG00000020029""]",{},one_to_one
Nudt9,[2444],[50008],"[""74167""]","[[""74167""]]","[""74167""]","[""MGI:1921417""]","[""Nudt9""]",ENSMUSG00000029310,"[""ENSMUSG00000029310""]","[""ENSMUSG00000029310""]","[""ENSMUSG00000029310""]",False,"[""ENSMUSG00000029310""]",{},one_to_one
Numa1,[74988615],[65876],"[""101706""]","[[""101706""]]","[""101706""]","[""MGI:2443665""]","[""Numa1""]",ENSMUSG00000066306,"[""ENSMUSG00000066306""]","[""ENSMUSG00000066306""]","[""ENSMUSG00000066306""]",False,"[""ENSMUSG00000066306""]",{},one_to_one
Nup93,[75774679],[47646],"[""71805""]","[[""71805""]]","[""71805""]","[""MGI:1919055""]","[""Nup93""]",ENSMUSG00000032939,"[""ENSMUSG00000032939""]","[""ENSMUSG00000032939""]","[""ENSMUSG00000032939""]",False,"[""ENSMUSG00000032939""]",{},one_to_one
Nvl,[5],[43302],"[""67459""]","[[""67459""]]","[""67459""]","[""MGI:1914709""]","[""Nvl""]",ENSMUSG00000026516,"[""ENSMUSG00000026516""]","[""ENSMUSG00000026516""]","[""ENSMUSG00000026516""]",False,"[""ENSMUSG00000026516""]",{},one_to_one
Nwd2,[73771233],[106742],"[""319807""]","[[""319807""]]","[""319807""]","[""MGI:1920464""]","[""Nwd2""]",ENSMUSG00000090061,"[""ENSMUSG00000090061""]","[""ENSMUSG00000090061""]","[""ENSMUSG00000090061""]",False,"[""ENSMUSG00000090061""]",{},one_to_one
Nxf1,[356089],[32799],"[""53319""]","[[""53319""]]","[""53319""]","[""MGI:1858330""]","[""Nxf1""]",ENSMUSG00000010097,"[""ENSMUSG00000010097""]","[""ENSMUSG00000010097""]","[""ENSMUSG00000010097""]",False,"[""ENSMUSG00000010097""]",{},one_to_one
Nxf7,[75988557],[82026],"[""170722""]","[[""170722""]]","[""170722""]","[""MGI:2159343""]","[""Nxf7""]",ENSMUSG00000031410,"[""ENSMUSG00000031410""]","[""ENSMUSG00000031410""]","[""ENSMUSG00000031410""]",False,"[""ENSMUSG00000031410""]",{},one_to_one
Nxn,[72007747],[17997],"[""18230""]","[[""18230""]]","[""18230""]","[""MGI:109331""]","[""Nxn""]",ENSMUSG00000020844,"[""ENSMUSG00000020844""]","[""ENSMUSG00000020844""]","[""ENSMUSG00000020844""]",False,"[""ENSMUSG00000020844""]",{},one_to_one
Nxpe3,[74658081],[121918],"[""385658""]","[[""385658""]]","[""385658""]","[""MGI:2686598""]","[""Nxpe3""]",ENSMUSG00000075033,"[""ENSMUSG00000075033""]","[""ENSMUSG00000075033""]","[""ENSMUSG00000075033""]",False,"[""ENSMUSG00000075033""]",{},one_to_one
Nxph1,[75084479],[17998],"[""18231""]","[[""18231""]]","[""18231""]","[""MGI:107492""]","[""Nxph1""]",ENSMUSG00000046178,"[""ENSMUSG00000046178""]","[""ENSMUSG00000046178""]","[""ENSMUSG00000046178""]",False,"[""ENSMUSG00000046178""]",{},one_to_one
Nxph3,[356852],[68245],"[""104079""]","[[""104079""]]","[""104079""]","[""MGI:1336188""]","[""Nxph3""]",ENSMUSG00000046719,"[""ENSMUSG00000046719""]","[""ENSMUSG00000046719""]","[""ENSMUSG00000046719""]",False,"[""ENSMUSG00000046719""]",{},one_to_one
Nxph4,[73521000],[68246],"[""104080""]","[[""104080""]]","[""104080""]","[""MGI:1336197""]","[""Nxph4""]",ENSMUSG00000040258,"[""ENSMUSG00000040258""]","[""ENSMUSG00000040258""]","[""ENSMUSG00000040258""]",False,"[""ENSMUSG00000040258""]",{},one_to_one
Oaz2,[748],[18014],"[""18247""]","[[""18247""]]","[""18247""]","[""MGI:109492""]","[""Oaz2""]",ENSMUSG00000040652,"[""ENSMUSG00000040652""]","[""ENSMUSG00000040652""]","[""ENSMUSG00000040652""]",False,"[""ENSMUSG00000040652""]",{},one_to_one
Obfc1,[1938],[72848],"[""108689""]","[[""108689""]]","[""108689""]","[""MGI:1915581""]","[""Stn1""]",ENSMUSG00000042694,"[""ENSMUSG00000042694""]","[""ENSMUSG00000042694""]","[""ENSMUSG00000042694""]",False,"[""ENSMUSG00000042694""]",{},one_to_one
Ociad2,[75041527],[130484],"[""433904""]","[[""433904""]]","[""433904""]","[""MGI:1916377""]","[""Ociad2""]",ENSMUSG00000029153,"[""ENSMUSG00000029153""]","[""ENSMUSG00000029153""]","[""ENSMUSG00000029153""]",False,"[""ENSMUSG00000029153""]",{},one_to_one
Odc1,[74583117],[18030],"[""18263""]","[[""18263""]]","[""18263""]","[""MGI:97402""]","[""Odc1""]",ENSMUSG00000011179,"[""ENSMUSG00000011179""]","[""ENSMUSG00000011179""]","[""ENSMUSG00000011179""]",False,"[""ENSMUSG00000011179""]",{},one_to_one
Ogfod1,[74047922],[92916],"[""270086""]","[[""270086""]]","[""270086""]","[""MGI:2442978""]","[""Ogfod1""]",ENSMUSG00000033009,"[""ENSMUSG00000033009""]","[""ENSMUSG00000033009""]","[""ENSMUSG00000033009""]",False,"[""ENSMUSG00000033009""]",{},one_to_one
Ogfr,[67809268],[47916],"[""72075""]","[[""72075""]]","[""72075""]","[""MGI:1919325""]","[""Ogfr""]",ENSMUSG00000049401,"[""ENSMUSG00000049401""]","[""ENSMUSG00000049401""]","[""ENSMUSG00000049401""]",False,"[""ENSMUSG00000049401""]",{},one_to_one
Ogfrl1,[73818756],[45996],"[""70155""]","[[""70155""]]","[""70155""]","[""MGI:1917405""]","[""Ogfrl1""]",ENSMUSG00000026158,"[""ENSMUSG00000026158""]","[""ENSMUSG00000026158""]","[""ENSMUSG00000026158""]",False,"[""ENSMUSG00000026158""]",{},one_to_one
Ogn,[2446],[18062],"[""18295""]","[[""18295""]]","[""18295""]","[""MGI:109278""]","[""Ogn""]",ENSMUSG00000021390,"[""ENSMUSG00000021390""]","[""ENSMUSG00000021390""]","[""ENSMUSG00000021390""]",False,"[""ENSMUSG00000021390""]",{},one_to_one
Ogt,[758],[72315],"[""108155""]","[[""108155""]]","[""108155""]","[""MGI:1339639""]","[""Ogt""]",ENSMUSG00000034160,"[""ENSMUSG00000034160""]","[""ENSMUSG00000034160""]","[""ENSMUSG00000034160""]",False,"[""ENSMUSG00000034160""]",{},one_to_one
Ola1,[293038],[42902],"[""67059""]","[[""67059""]]","[""67059""]","[""MGI:1914309""]","[""Ola1""]",ENSMUSG00000027108,"[""ENSMUSG00000027108""]","[""ENSMUSG00000027108""]","[""ENSMUSG00000027108""]",False,"[""ENSMUSG00000027108""]",{},one_to_one
Olfm1,[760],[35460],"[""56177""]","[[""56177""]]","[""56177""]","[""MGI:1860437""]","[""Olfm1""]",ENSMUSG00000026833,"[""ENSMUSG00000026833""]","[""ENSMUSG00000026833""]","[""ENSMUSG00000026833""]",False,"[""ENSMUSG00000026833""]",{},one_to_one
Olfm2,[71717155],[89280],"[""244723""]","[[""244723""]]","[""244723""]","[""MGI:3045350""]","[""Olfm2""]",ENSMUSG00000032172,"[""ENSMUSG00000032172""]","[""ENSMUSG00000032172""]","[""ENSMUSG00000032172""]",False,"[""ENSMUSG00000032172""]",{},one_to_one
Olfml2b,[1980],[107013],"[""320078""]","[[""320078""]]","[""320078""]","[""MGI:2443310""]","[""Olfml2b""]",ENSMUSG00000038463,"[""ENSMUSG00000038463""]","[""ENSMUSG00000038463""]","[""ENSMUSG00000038463""]",False,"[""ENSMUSG00000038463""]",{},one_to_one
Olfml3,[77280333],[63713],"[""99543""]","[[""99543""]]","[""99543""]","[""MGI:1914877""]","[""Olfml3""]",ENSMUSG00000027848,"[""ENSMUSG00000027848""]","[""ENSMUSG00000027848""]","[""ENSMUSG00000027848""]",False,"[""ENSMUSG00000027848""]",{},one_to_one
Olig2,[2448],[30397],"[""50913""]","[[""50913""]]","[""50913""]","[""MGI:1355331""]","[""Olig2""]",ENSMUSG00000039830,"[""ENSMUSG00000039830""]","[""ENSMUSG00000039830""]","[""ENSMUSG00000039830""]",False,"[""ENSMUSG00000039830""]",{},one_to_one
Omg,[2450],[18144],"[""18377""]","[[""18377""]]","[""18377""]","[""MGI:106586""]","[""Omg""]",ENSMUSG00000049612,"[""ENSMUSG00000049612""]","[""ENSMUSG00000049612""]","[""ENSMUSG00000049612""]",False,"[""ENSMUSG00000049612""]",{},one_to_one
Opcml,[73992920],[109011],"[""330908""]","[[""330908""]]","[""330908""]","[""MGI:97397""]","[""Opcml""]",ENSMUSG00000062257,"[""ENSMUSG00000062257""]","[""ENSMUSG00000062257""]","[""ENSMUSG00000062257""]",False,"[""ENSMUSG00000062257""]",{},one_to_one
Opn1sw,[75773699],[11843],"[""12057""]","[[""12057""]]","[""12057""]","[""MGI:99438""]","[""Opn1sw""]",ENSMUSG00000058831,"[""ENSMUSG00000058831""]","[""ENSMUSG00000058831""]","[""ENSMUSG00000058831""]",False,"[""ENSMUSG00000058831""]",{},one_to_one
Opn3,[71020433],[13381],"[""13603""]","[[""13603""]]","[""13603""]","[""MGI:1338022""]","[""Opn3""]",ENSMUSG00000026525,"[""ENSMUSG00000026525""]","[""ENSMUSG00000026525""]","[""ENSMUSG00000026525""]",False,"[""ENSMUSG00000026525""]",{},one_to_one
Oprd1,[112646675],[18153],"[""18386""]","[[""18386""]]","[""18386""]","[""MGI:97438""]","[""Oprd1""]",ENSMUSG00000050511,"[""ENSMUSG00000050511""]","[""ENSMUSG00000050511""]","[""ENSMUSG00000050511""]",False,"[""ENSMUSG00000050511""]",{},one_to_one
Oprk1,[80517217],[18154],"[""18387""]","[[""18387""]]","[""18387""]","[""MGI:97439""]","[""Oprk1""]",ENSMUSG00000025905,"[""ENSMUSG00000025905""]","[""ENSMUSG00000025905""]","[""ENSMUSG00000025905""]",False,"[""ENSMUSG00000025905""]",{},one_to_one
Oprl1,[75077232],[18156],"[""18389""]","[[""18389""]]","[""18389""]","[""MGI:97440""]","[""Oprl1""]",ENSMUSG00000027584,"[""ENSMUSG00000027584""]","[""ENSMUSG00000027584""]","[""ENSMUSG00000027584""]",False,"[""ENSMUSG00000027584""]",{},one_to_one
Oprm1,[79912572],[18157],"[""18390""]","[[""18390""]]","[""18390""]","[""MGI:97441""]","[""Oprm1""]",ENSMUSG00000000766,"[""ENSMUSG00000000766""]","[""ENSMUSG00000000766""]","[""ENSMUSG00000000766""]",False,"[""ENSMUSG00000000766""]",{},one_to_one
Optn,[2452],[47489],"[""71648""]","[[""71648""]]","[""71648""]","[""MGI:1918898""]","[""Optn""]",ENSMUSG00000026672,"[""ENSMUSG00000026672""]","[""ENSMUSG00000026672""]","[""ENSMUSG00000026672""]",False,"[""ENSMUSG00000026672""]",{},one_to_one
Orai2,[73925718],[92825],"[""269717""]","[[""269717""]]","[""269717""]","[""MGI:2443195""]","[""Orai2""]",ENSMUSG00000039747,"[""ENSMUSG00000039747""]","[""ENSMUSG00000039747""]","[""ENSMUSG00000039747""]",False,"[""ENSMUSG00000039747""]",{},one_to_one
Os9,[876],[84962],"[""216440""]","[[""216440""]]","[""216440""]","[""MGI:1924301""]","[""Os9""]",ENSMUSG00000040462,"[""ENSMUSG00000040462""]","[""ENSMUSG00000040462""]","[""ENSMUSG00000040462""]",False,"[""ENSMUSG00000040462""]",{},one_to_one
Osbpl10,[71015387],[50327],"[""74486""]","[[""74486""]]","[""74486""]","[""MGI:1921736""]","[""Osbpl10""]",ENSMUSG00000040875,"[""ENSMUSG00000040875""]","[""ENSMUSG00000040875""]","[""ENSMUSG00000040875""]",False,"[""ENSMUSG00000040875""]",{},one_to_one
Osbpl3,[70231995],[47561],"[""71720""]","[[""71720""]]","[""71720""]","[""MGI:1918970""]","[""Osbpl3""]",ENSMUSG00000029822,"[""ENSMUSG00000029822""]","[""ENSMUSG00000029822""]","[""ENSMUSG00000029822""]",False,"[""ENSMUSG00000029822""]",{},one_to_one
Osbpl5,[73997146],[55033],"[""79196""]","[[""79196""]]","[""79196""]","[""MGI:1930265""]","[""Osbpl5""]",ENSMUSG00000037606,"[""ENSMUSG00000037606""]","[""ENSMUSG00000037606""]","[""ENSMUSG00000037606""]",False,"[""ENSMUSG00000037606""]",{},one_to_one
Osbpl6,[70744325],[63201],"[""99031""]","[[""99031""]]","[""99031""]","[""MGI:2139014""]","[""Osbpl6""]",ENSMUSG00000042359,"[""ENSMUSG00000042359""]","[""ENSMUSG00000042359""]","[""ENSMUSG00000042359""]",False,"[""ENSMUSG00000042359""]",{},one_to_one
Osbpl8,[74641162],[88345],"[""237542""]","[[""237542""]]","[""237542""]","[""MGI:2443807""]","[""Osbpl8""]",ENSMUSG00000020189,"[""ENSMUSG00000020189""]","[""ENSMUSG00000020189""]","[""ENSMUSG00000020189""]",False,"[""ENSMUSG00000020189""]",{},one_to_one
Osbpl9,[77371759],[64443],"[""100273""]","[[""100273""]]","[""100273""]","[""MGI:1923784""]","[""Osbpl9""]",ENSMUSG00000028559,"[""ENSMUSG00000028559""]","[""ENSMUSG00000028559""]","[""ENSMUSG00000028559""]",False,"[""ENSMUSG00000028559""]",{},one_to_one
Ostc,[1649],[42200],"[""66357""]","[[""66357""]]","[""66357""]","[""MGI:1913607""]","[""Ostc""]",ENSMUSG00000052276,"[""ENSMUSG00000041084""]","[""ENSMUSG00000041084""]","[""ENSMUSG00000041084"", ""ENSMUSG00000052276""]",False,"[""ENSMUSG00000041084""]","{""ENSMUSG00000052276"": ""MGI_identity_not_confirmed""}",one_to_one
Ostf1,[73907505],[20172],"[""20409""]","[[""20409""]]","[""20409""]","[""MGI:700012""]","[""Ostf1""]",ENSMUSG00000024725,"[""ENSMUSG00000024725""]","[""ENSMUSG00000024725""]","[""ENSMUSG00000024725""]",False,"[""ENSMUSG00000024725""]",{},one_to_one
Ostn,[74581440],[88625],"[""239790""]","[[""239790""]]","[""239790""]","[""MGI:2677164""]","[""Ostn""]",ENSMUSG00000052276,"[""ENSMUSG00000052276""]","[""ENSMUSG00000052276""]","[""ENSMUSG00000052276""]",False,"[""ENSMUSG00000052276""]",{},one_to_one
Otc,[74581369],[18183],"[""18416""]","[[""18416""]]","[""18416""]","[""MGI:97448""]","[""Otc""]",ENSMUSG00000031173,"[""ENSMUSG00000031173""]","[""ENSMUSG00000031173""]","[""ENSMUSG00000031173""]",False,"[""ENSMUSG00000031173""]",{},one_to_one
Otof,"[73788043, 73788044]",[58004],"[""83762""]","[[""83762""]]","[""83762""]","[""MGI:1891247""]","[""Otof""]",ENSMUSG00000062372,"[""ENSMUSG00000062372""]","[""ENSMUSG00000062372""]","[""ENSMUSG00000062372""]",False,"[""ENSMUSG00000062372""]",{},one_to_one
Otp,[2454],[18187],"[""18420""]","[[""18420""]]","[""18420""]","[""MGI:99835""]","[""Otp""]",ENSMUSG00000021685,"[""ENSMUSG00000021685""]","[""ENSMUSG00000021685""]","[""ENSMUSG00000021685""]",False,"[""ENSMUSG00000021685""]",{},one_to_one
Otud6b,[83158],[48042],"[""72201""]","[[""72201""]]","[""72201""]","[""MGI:1919451""]","[""Otud6b""]",ENSMUSG00000040550,"[""ENSMUSG00000040550""]","[""ENSMUSG00000040550""]","[""ENSMUSG00000040550""]",False,"[""ENSMUSG00000040550""]",{},one_to_one
Otx2,[112194935],[18191],"[""18424""]","[[""18424""]]","[""18424""]","[""MGI:97451""]","[""Otx2""]",ENSMUSG00000021848,"[""ENSMUSG00000021848""]","[""ENSMUSG00000021848""]","[""ENSMUSG00000021848""]",False,"[""ENSMUSG00000021848""]",{},one_to_one
Ovgp1,[71670680],[12444],"[""12659""]","[[""12659""]]","[""12659""]","[""MGI:106661""]","[""Ovgp1""]",ENSMUSG00000074340,"[""ENSMUSG00000074340""]","[""ENSMUSG00000074340""]","[""ENSMUSG00000074340""]",False,"[""ENSMUSG00000074340""]",{},one_to_one
Oxct1,"[655499, 77869796]",[42884],"[""67041""]","[[""67041""]]","[""67041""]","[""MGI:1914291""]","[""Oxct1""]",ENSMUSG00000022186,"[""ENSMUSG00000022186""]","[""ENSMUSG00000022186""]","[""ENSMUSG00000022186""]",False,"[""ENSMUSG00000022186""]",{},one_to_one
Oxr1,[72129295],[82023],"[""170719""]","[[""170719""]]","[""170719""]","[""MGI:2179326""]","[""Oxr1""]",ENSMUSG00000022307,"[""ENSMUSG00000022307""]","[""ENSMUSG00000022307""]","[""ENSMUSG00000022307""]",False,"[""ENSMUSG00000022307""]",{},one_to_one
Oxt,[112648396],[18196],"[""18429""]","[[""18429""]]","[""18429""]","[""MGI:97453""]","[""Oxt""]",ENSMUSG00000027301,"[""ENSMUSG00000027301""]","[""ENSMUSG00000027301""]","[""ENSMUSG00000027301""]",False,"[""ENSMUSG00000027301""]",{},one_to_one
Oxtr,[75081001],[18197],"[""18430""]","[[""18430""]]","[""18430""]","[""MGI:109147""]","[""Oxtr""]",ENSMUSG00000049112,"[""ENSMUSG00000049112""]","[""ENSMUSG00000049112""]","[""ENSMUSG00000049112""]",False,"[""ENSMUSG00000049112""]",{},one_to_one
