gene_name,experiment_ids,allen_gene_ids,entrez_ids,entrez_history,current_entrez_ids,mgi_ids,current_symbols,old_ensembl_id,mgi_candidates,ncbi_candidates,candidate_ids,allen_target_ambiguous,ensembl_ids,rejected_candidates,status
Actr2,[67],[42556],"[""66713""]","[[""66713""]]","[""66713""]","[""MGI:1913963""]","[""Actr2""]",ENSMUSG00000020152,"[""ENSMUSG00000020152""]","[""ENSMUSG00000020152""]","[""ENSMUSG00000020152""]",False,"[""ENSMUSG00000020152""]",{},one_to_one
Acvr1c,[71250307],[92713],"[""269275""]","[[""269275""]]","[""269275""]","[""MGI:2661081""]","[""Acvr1c""]",ENSMUSG00000026834,"[""ENSMUSG00000026834""]","[""ENSMUSG00000026834""]","[""ENSMUSG00000026834""]",False,"[""ENSMUSG00000026834""]",{},one_to_one
Acvrl1,[79488929],[11270],"[""11482""]","[[""11482""]]","[""11482""]","[""MGI:1338946""]","[""Acvrl1""]",ENSMUSG00000000530,"[""ENSMUSG00000000530""]","[""ENSMUSG00000000530""]","[""ENSMUSG00000000530""]",False,"[""ENSMUSG00000000530""]",{},one_to_one
Acyp1,[74988760],[42047],"[""66204""]","[[""66204""]]","[""66204""]","[""MGI:1913454""]","[""Acyp1""]",ENSMUSG00000008822,"[""ENSMUSG00000008822""]","[""ENSMUSG00000008822""]","[""ENSMUSG00000008822""]",False,"[""ENSMUSG00000008822""]",{},one_to_one
Acyp2,[73930820],[51413],"[""75572""]","[[""75572""]]","[""75572""]","[""MGI:1922822""]","[""Acyp2""]",ENSMUSG00000060923,"[""ENSMUSG00000060923""]","[""ENSMUSG00000060923""]","[""ENSMUSG00000060923""]",False,"[""ENSMUSG00000060923""]",{},one_to_one
Adam19,[74272054],[11280],"[""11492""]","[[""11492""]]","[""11492""]","[""MGI:105377""]","[""Adam19""]",ENSMUSG00000011256,"[""ENSMUSG00000011256""]","[""ENSMUSG00000011256""]","[""ENSMUSG00000011256""]",False,"[""ENSMUSG00000011256""]",{},one_to_one
Adam33,[75147767],[74907],"[""110751""]","[[""110751""]]","[""110751""]","[""MGI:1341813""]","[""Adam33""]",ENSMUSG00000027318,"[""ENSMUSG00000027318""]","[""ENSMUSG00000027318""]","[""ENSMUSG00000027318""]",False,"[""ENSMUSG00000027318""]",{},one_to_one
Adamts1,[69],[11291],"[""11504""]","[[""11504""]]","[""11504""]","[""MGI:109249""]","[""Adamts1""]",ENSMUSG00000022893,"[""ENSMUSG00000022893""]","[""ENSMUSG00000022893""]","[""ENSMUSG00000022893""]",False,"[""ENSMUSG00000022893""]",{},one_to_one
Adamts15,[77332098],[87965],"[""235130""]","[[""235130""]]","[""235130""]","[""MGI:2449569""]","[""Adamts15""]",ENSMUSG00000033453,"[""ENSMUSG00000033453""]","[""ENSMUSG00000033453""]","[""ENSMUSG00000033453""]",False,"[""ENSMUSG00000033453""]",{},one_to_one
Adamts16,[276267],[93012],"[""271127""]","[[""271127""]]","[""271127""]","[""MGI:2429637""]","[""Adamts16""]",ENSMUSG00000049538,"[""ENSMUSG00000049538""]","[""ENSMUSG00000049538""]","[""ENSMUSG00000049538""]",False,"[""ENSMUSG00000049538""]",{},one_to_one
Adamts17,[71924431],[87616],"[""233332""]","[[""233332""]]","[""233332""]","[""MGI:3588195""]","[""Adamts17""]",ENSMUSG00000058145,"[""ENSMUSG00000058145""]","[""ENSMUSG00000058145""]","[""ENSMUSG00000058145""]",False,"[""ENSMUSG00000058145""]",{},one_to_one
Adamts18,[75651128],[84036],"[""208936""]","[[""208936""]]","[""208936""]","[""MGI:2442600""]","[""Adamts18""]",ENSMUSG00000053399,"[""ENSMUSG00000053399""]","[""ENSMUSG00000053399""]","[""ENSMUSG00000053399""]",False,"[""ENSMUSG00000053399""]",{},one_to_one
Adamts19,[73635973],[88703],"[""240322""]","[[""240322""]]","[""240322""]","[""MGI:2442875""]","[""Adamts19""]",ENSMUSG00000053441,"[""ENSMUSG00000053441""]","[""ENSMUSG00000053441""]","[""ENSMUSG00000053441""]",False,"[""ENSMUSG00000053441""]",{},one_to_one
Adamts2,[71924385],[85028],"[""216725""]","[[""216725""]]","[""216725""]","[""MGI:1347356""]","[""Adamts2""]",ENSMUSG00000036545,"[""ENSMUSG00000036545""]","[""ENSMUSG00000036545""]","[""ENSMUSG00000036545""]",False,"[""ENSMUSG00000036545""]",{},one_to_one
Adamts4,[71836845],[88784],"[""240913""]","[[""240913""]]","[""240913""]","[""MGI:1339949""]","[""Adamts4""]",ENSMUSG00000006403,"[""ENSMUSG00000006403""]","[""ENSMUSG00000006403""]","[""ENSMUSG00000006403""]",False,"[""ENSMUSG00000006403""]",{},one_to_one
Adamts8,[73925719],[29797],"[""30806""]","[[""30806""]]","[""30806""]","[""MGI:1353468""]","[""Adamts8""]",ENSMUSG00000031994,"[""ENSMUSG00000031994""]","[""ENSMUSG00000031994""]","[""ENSMUSG00000031994""]",False,"[""ENSMUSG00000031994""]",{},one_to_one
Adamtsl2,[74881352],[53634],"[""77794""]","[[""77794""]]","[""77794""]","[""MGI:1925044""]","[""Adamtsl2""]",ENSMUSG00000036040,"[""ENSMUSG00000036040""]","[""ENSMUSG00000036040""]","[""ENSMUSG00000036040""]",False,"[""ENSMUSG00000036040""]",{},one_to_one
Adamtsl3,[73925720],[92886],"[""269959""]","[[""269959""]]","[""269959""]","[""MGI:3028499""]","[""Adamtsl3""]",ENSMUSG00000070469,"[""ENSMUSG00000070469""]","[""ENSMUSG00000070469""]","[""ENSMUSG00000070469""]",False,"[""ENSMUSG00000070469""]",{},one_to_one
Adamtsl5,[71063847],[42391],"[""66548""]","[[""66548""]]","[""66548""]","[""MGI:1913798""]","[""Adamtsl5""]",ENSMUSG00000043822,"[""ENSMUSG00000043822""]","[""ENSMUSG00000043822""]","[""ENSMUSG00000043822""]",False,"[""ENSMUSG00000043822""]",{},one_to_one
Adap1,[74658055],[87314],"[""231821""]","[[""231821""]]","[""231821""]","[""MGI:2442201""]","[""Adap1""]",ENSMUSG00000056413,"[""ENSMUSG00000056413""]","[""ENSMUSG00000056413""]","[""ENSMUSG00000056413""]",False,"[""ENSMUSG00000056413""]",{},one_to_one
Adarb1,"[72109379, 73636040]",[74688],"[""110532""]","[[""110532""]]","[""110532""]","[""MGI:891999""]","[""Adarb1""]",ENSMUSG00000020262,"[""ENSMUSG00000020262""]","[""ENSMUSG00000020262""]","[""ENSMUSG00000020262""]",False,"[""ENSMUSG00000020262""]",{},one_to_one
Adarb2,[73925721],[60832],"[""94191""]","[[""94191""]]","[""94191""]","[""MGI:2151118""]","[""Adarb2""]",ENSMUSG00000052551,"[""ENSMUSG00000052551""]","[""ENSMUSG00000052551""]","[""ENSMUSG00000052551""]",False,"[""ENSMUSG00000052551""]",{},one_to_one
Adck4,[70743880],[52729],"[""76889""]","[[""76889""]]","[""76889""]","[""MGI:1924139""]","[""Coq8b""]",ENSMUSG00000003762,"[""ENSMUSG00000003762""]","[""ENSMUSG00000003762""]","[""ENSMUSG00000003762""]",False,"[""ENSMUSG00000003762""]",{},one_to_one
Adcy2,"[73, 79567501]",[84170],"[""210044""]","[[""210044""]]","[""210044""]","[""MGI:99676""]","[""Adcy2""]",ENSMUSG00000021536,"[""ENSMUSG00000021536""]","[""ENSMUSG00000021536""]","[""ENSMUSG00000021536""]",False,"[""ENSMUSG00000021536""]",{},one_to_one
Adcy3,[75],[68277],"[""104111""]","[[""104111""]]","[""104111""]","[""MGI:99675""]","[""Adcy3""]",ENSMUSG00000020654,"[""ENSMUSG00000020654""]","[""ENSMUSG00000020654""]","[""ENSMUSG00000020654""]",False,"[""ENSMUSG00000020654""]",{},one_to_one
Adcy4,"[77, 73512495]",[68276],"[""104110""]","[[""104110""]]","[""104110""]","[""MGI:99674""]","[""Adcy4""]",ENSMUSG00000022220,"[""ENSMUSG00000022220""]","[""ENSMUSG00000022220""]","[""ENSMUSG00000022220""]",False,"[""ENSMUSG00000022220""]",{},one_to_one
Adcy5,[79],[86057],"[""224129""]","[[""224129""]]","[""224129""]","[""MGI:99673""]","[""Adcy5""]",ENSMUSG00000022840,"[""ENSMUSG00000022840""]","[""ENSMUSG00000022840""]","[""ENSMUSG00000022840""]",False,"[""ENSMUSG00000022840""]",{},one_to_one
Adcy6,[81],[11299],"[""11512""]","[[""11512""]]","[""11512""]","[""MGI:87917""]","[""Adcy6""]",ENSMUSG00000022994,"[""ENSMUSG00000022994""]","[""ENSMUSG00000022994""]","[""ENSMUSG00000022994""]",False,"[""ENSMUSG00000022994""]",{},one_to_one
Adcy7,"[2017, 79488953]",[11300],"[""11513""]","[[""11513""]]","[""11513""]","[""MGI:102891""]","[""Adcy7""]",ENSMUSG00000031659,"[""ENSMUSG00000031659""]","[""ENSMUSG00000031659""]","[""ENSMUSG00000031659""]",False,"[""ENSMUSG00000031659""]",{},one_to_one
Adcy8,[77280540],[11301],"[""11514""]","[[""11514""]]","[""11514""]","[""MGI:1341110""]","[""Adcy8""]",ENSMUSG00000022376,"[""ENSMUSG00000022376""]","[""ENSMUSG00000022376""]","[""ENSMUSG00000022376""]",False,"[""ENSMUSG00000022376""]",{},one_to_one
Adcy9,[83],[11302],"[""11515""]","[[""11515""]]","[""11515""]","[""MGI:108450""]","[""Adcy9""]",ENSMUSG00000005580,"[""ENSMUSG00000005580""]","[""ENSMUSG00000005580""]","[""ENSMUSG00000005580""]",False,"[""ENSMUSG00000005580""]",{},one_to_one
Adcyap1,[74511882],[11303],"[""11516""]","[[""11516""]]","[""11516""]","[""MGI:105094""]","[""Adcyap1""]",ENSMUSG00000024256,"[""ENSMUSG00000024256""]","[""ENSMUSG00000024256""]","[""ENSMUSG00000024256""]",False,"[""ENSMUSG00000024256""]",{},one_to_one
Adcyap1r1,[74988667],[11304],"[""11517""]","[[""11517""]]","[""11517""]","[""MGI:108449""]","[""Adcyap1r1""]",ENSMUSG00000029778,"[""ENSMUSG00000029778""]","[""ENSMUSG00000029778""]","[""ENSMUSG00000029778""]",False,"[""ENSMUSG00000029778""]",{},one_to_one
Adipor1,[61210],[48515],"[""72674""]","[[""72674""]]","[""72674""]","[""MGI:1919924""]","[""Adipor1""]",ENSMUSG00000026457,"[""ENSMUSG00000026457""]","[""ENSMUSG00000026457""]","[""ENSMUSG00000026457""]",False,"[""ENSMUSG00000026457""]",{},one_to_one
Adk,[70928196],[11321],"[""11534""]","[[""11534""]]","[""11534""]","[""MGI:87930""]","[""Adk""]",ENSMUSG00000039197,"[""ENSMUSG00000039197""]","[""ENSMUSG00000039197""]","[""ENSMUSG00000039197""]",False,"[""ENSMUSG00000039197""]",{},one_to_one
Adm,[74819251],[11322],"[""11535""]","[[""11535""]]","[""11535""]","[""MGI:108058""]","[""Adm""]",ENSMUSG00000030790,"[""ENSMUSG00000030790""]","[""ENSMUSG00000030790""]","[""ENSMUSG00000030790""]",False,"[""ENSMUSG00000030790""]",{},one_to_one
Adora2a,[72109410],[11327],"[""11540""]","[[""11540""]]","[""11540""]","[""MGI:99402""]","[""Adora2a""]",ENSMUSG00000020178,"[""ENSMUSG00000020178""]","[""ENSMUSG00000020178""]","[""ENSMUSG00000020178""]",False,"[""ENSMUSG00000020178""]",{},one_to_one
Adra1a,[75042247],[11336],"[""11549""]","[[""11549""]]","[""11549""]","[""MGI:104773""]","[""Adra1a""]",ENSMUSG00000027335,"[""ENSMUSG00000045875""]","[""ENSMUSG00000045875""]","[""ENSMUSG00000027335"", ""ENSMUSG00000045875""]",False,"[""ENSMUSG00000045875""]","{""ENSMUSG00000027335"": ""MGI_identity_not_confirmed""}",one_to_one
Adra1d,[72119628],[11337],"[""11550""]","[[""11550""]]","[""11550""]","[""MGI:106673""]","[""Adra1d""]",ENSMUSG00000027335,"[""ENSMUSG00000027335""]","[""ENSMUSG00000027335""]","[""ENSMUSG00000027335""]",False,"[""ENSMUSG00000027335""]",{},one_to_one
Adra2a,[73615550],[11338],"[""11551""]","[[""11551""]]","[""11551""]","[""MGI:87934""]","[""Adra2a""]",ENSMUSG00000033717,"[""ENSMUSG00000033717""]","[""ENSMUSG00000033717""]","[""ENSMUSG00000033717""]",False,"[""ENSMUSG00000033717""]",{},one_to_one
Adra2b,[74724532],[11339],"[""11552""]","[[""11552""]]","[""11552""]","[""MGI:87935""]","[""Adra2b""]",ENSMUSG00000058620,"[""ENSMUSG00000058620""]","[""ENSMUSG00000058620""]","[""ENSMUSG00000058620""]",False,"[""ENSMUSG00000058620""]",{},one_to_one
Adrb1,[77340494],[11341],"[""11554""]","[[""11554""]]","[""11554""]","[""MGI:87937""]","[""Adrb1""]",ENSMUSG00000035283,"[""ENSMUSG00000035283""]","[""ENSMUSG00000035283""]","[""ENSMUSG00000035283""]",False,"[""ENSMUSG00000035283""]",{},one_to_one
Adrbk2,[74724787],[107064],"[""320129""]","[[""320129""]]","[""320129""]","[""MGI:87941""]","[""Grk3""]",ENSMUSG00000042249,"[""ENSMUSG00000042249""]","[""ENSMUSG00000042249""]","[""ENSMUSG00000042249""]",False,"[""ENSMUSG00000042249""]",{},one_to_one
Adrm1,[2019],[35716],"[""56436""]","[[""56436""]]","[""56436""]","[""MGI:1929289""]","[""Adrm1""]",ENSMUSG00000039041,"[""ENSMUSG00000039041""]","[""ENSMUSG00000039041""]","[""ENSMUSG00000039041""]",False,"[""ENSMUSG00000039041""]",{},one_to_one
Adssl1,[72104185],[11352],"[""11565""]","[[""11565""]]","[""11565""]","[""MGI:87947""]","[""Adss1""]",ENSMUSG00000011148,"[""ENSMUSG00000011148""]","[""ENSMUSG00000011148""]","[""ENSMUSG00000011148""]",False,"[""ENSMUSG00000011148""]",{},one_to_one
Afap1,[74425569],[46133],"[""70292""]","[[""70292""]]","[""70292""]","[""MGI:1917542""]","[""Afap1""]",ENSMUSG00000029094,"[""ENSMUSG00000029094""]","[""ENSMUSG00000029094""]","[""ENSMUSG00000029094""]",False,"[""ENSMUSG00000029094""]",{},one_to_one
Aff4,[2363],[60388],"[""93736""]","[[""93736""]]","[""93736""]","[""MGI:2136171""]","[""Aff4""]",ENSMUSG00000049470,"[""ENSMUSG00000049470""]","[""ENSMUSG00000049470""]","[""ENSMUSG00000049470""]",False,"[""ENSMUSG00000049470""]",{},one_to_one
Agap3,[2089],[84619],"[""213990""]","[[""213990""]]","[""213990""]","[""MGI:2183446""]","[""Agap3""]",ENSMUSG00000023353,"[""ENSMUSG00000023353""]","[""ENSMUSG00000023353""]","[""ENSMUSG00000023353""]",False,"[""ENSMUSG00000023353""]",{},one_to_one
Agpat3,[85],[27913],"[""28169""]","[[""28169""]]","[""28169""]","[""MGI:1336186""]","[""Agpat3""]",ENSMUSG00000001211,"[""ENSMUSG00000001211""]","[""ENSMUSG00000001211""]","[""ENSMUSG00000001211""]",False,"[""ENSMUSG00000001211""]",{},one_to_one
Agpat4,[73718048],[44105],"[""68262""]","[[""68262""]]","[""68262""]","[""MGI:1915512""]","[""Agpat4""]",ENSMUSG00000023827,"[""ENSMUSG00000023827""]","[""ENSMUSG00000023827""]","[""ENSMUSG00000023827""]",False,"[""ENSMUSG00000023827""]",{},one_to_one
Agps,[74819325],[86679],"[""228061""]","[[""228061""]]","[""228061""]","[""MGI:2443065""]","[""Agps""]",ENSMUSG00000042410,"[""ENSMUSG00000042410""]","[""ENSMUSG00000042410""]","[""ENSMUSG00000042410""]",False,"[""ENSMUSG00000042410""]",{},one_to_one
Agrn,[73925722],[11390],"[""11603""]","[[""11603""]]","[""11603""]","[""MGI:87961""]","[""Agrn""]",ENSMUSG00000041936,"[""ENSMUSG00000041936""]","[""ENSMUSG00000041936""]","[""ENSMUSG00000041936""]",False,"[""ENSMUSG00000041936""]",{},one_to_one
Agrp,[72283799],[11391],"[""11604""]","[[""11604""]]","[""11604""]","[""MGI:892013""]","[""Agrp""]",ENSMUSG00000005705,"[""ENSMUSG00000005705""]","[""ENSMUSG00000005705""]","[""ENSMUSG00000005705""]",False,"[""ENSMUSG00000005705""]",{},one_to_one
Agt,[87],[11393],"[""11606""]","[[""11606""]]","[""11606""]","[""MGI:87963""]","[""Agt""]",ENSMUSG00000031980,"[""ENSMUSG00000031980""]","[""ENSMUSG00000031980""]","[""ENSMUSG00000031980""]",False,"[""ENSMUSG00000031980""]",{},one_to_one
Agtr1a,[2021],[11394],"[""11607""]","[[""11607""]]","[""11607""]","[""MGI:87964""]","[""Agtr1a""]",ENSMUSG00000049115,"[""ENSMUSG00000049115""]","[""ENSMUSG00000049115""]","[""ENSMUSG00000049115""]",False,"[""ENSMUSG00000049115""]",{},one_to_one
Agtr1b,[74724627],[11395],"[""11608""]","[[""11608""]]","[""11608""]","[""MGI:87965""]","[""Agtr1b""]",ENSMUSG00000054988,"[""ENSMUSG00000054988""]","[""ENSMUSG00000054988""]","[""ENSMUSG00000054988""]",False,"[""ENSMUSG00000054988""]",{},one_to_one
Ahcyl2,[73929896],[50181],"[""74340""]","[[""74340""]]","[""74340""]","[""MGI:1921590""]","[""Ahcyl2""]",ENSMUSG00000029772,"[""ENSMUSG00000029772""]","[""ENSMUSG00000029772""]","[""ENSMUSG00000029772""]",False,"[""ENSMUSG00000029772""]",{},one_to_one
Ahsa2,[71358552],[92480],"[""268390""]","[[""268390""]]","[""268390""]","[""MGI:1916133""]","[""Ahsa2""]",ENSMUSG00000020288,"[""ENSMUSG00000020288""]","[""ENSMUSG00000020288""]","[""ENSMUSG00000020288""]",False,"[""ENSMUSG00000020288""]",{},one_to_one
Aif1,[75080249],[11416],"[""11629""]","[[""11629""]]","[""11629""]","[""MGI:1343098""]","[""Aif1""]",ENSMUSG00000024397,"[""ENSMUSG00000024397""]","[""ENSMUSG00000024397""]","[""ENSMUSG00000024397""]",False,"[""ENSMUSG00000024397""]",{},one_to_one
Aifm3,[74724774],[48009],"[""72168""]","[[""72168""]]","[""72168""]","[""MGI:1919418""]","[""Aifm3""]",ENSMUSG00000022763,"[""ENSMUSG00000022763""]","[""ENSMUSG00000022763""]","[""ENSMUSG00000022763""]",False,"[""ENSMUSG00000022763""]",{},one_to_one
Aim1,[71250315],[11417],"[""11630""]","[[""11630""]]","[""11630""]","[""MGI:109544""]","[""Crybg1""]",ENSMUSG00000019866,"[""ENSMUSG00000019866""]","[""ENSMUSG00000019866""]","[""ENSMUSG00000019866""]",False,"[""ENSMUSG00000019866""]",{},one_to_one
Aire,[1327],[11421],"[""11634""]","[[""11634""]]","[""11634""]","[""MGI:1338803""]","[""Aire""]",ENSMUSG00000000731,"[""ENSMUSG00000000731""]","[""ENSMUSG00000000731""]","[""ENSMUSG00000000731""]",False,"[""ENSMUSG00000000731""]",{},one_to_one
Ajap1,[71717560],[87156],"[""230959""]","[[""230959""]]","[""230959""]","[""MGI:2685419""]","[""Ajap1""]",ENSMUSG00000039546,"[""ENSMUSG00000039546""]","[""ENSMUSG00000039546""]","[""ENSMUSG00000039546""]",False,"[""ENSMUSG00000039546""]",{},one_to_one
Ak1,[77414110],[11423],"[""11636""]","[[""11636""]]","[""11636""]","[""MGI:87977""]","[""Ak1""]",ENSMUSG00000026817,"[""ENSMUSG00000026817""]","[""ENSMUSG00000026817""]","[""ENSMUSG00000026817""]",False,"[""ENSMUSG00000026817""]",{},one_to_one
Ak4,[74641312],[11426],"[""11639""]","[[""11639""]]","[""11639""]","[""MGI:87979""]","[""Ak4""]",ENSMUSG00000028527,"[""ENSMUSG00000028527""]","[""ENSMUSG00000028527""]","[""ENSMUSG00000028527""]",False,"[""ENSMUSG00000028527""]",{},one_to_one
Akap12,[72128778],[57646],"[""83397""]","[[""83397""]]","[""83397""]","[""MGI:1932576""]","[""Akap12""]",ENSMUSG00000038587,"[""ENSMUSG00000038587""]","[""ENSMUSG00000038587""]","[""ENSMUSG00000038587""]",False,"[""ENSMUSG00000038587""]",{},one_to_one
Akap13,[74581373],[51388],"[""75547""]","[[""75547""]]","[""75547""]","[""MGI:2676556""]","[""Akap13""]",ENSMUSG00000066406,"[""ENSMUSG00000066406""]","[""ENSMUSG00000066406""]","[""ENSMUSG00000066406""]",False,"[""ENSMUSG00000066406""]",{},one_to_one
Akap2,[1448],[11428],"[""11641""]","[[""11641"", ""677884""]]","[""677884""]","[""MGI:5141924""]","[""Pakap""]",ENSMUSG00000090053,"[""ENSMUSG00000038729""]","[""ENSMUSG00000038729"", ""ENSMUSG00000089945"", ""ENSMUSG00000090053""]","[""ENSMUSG00000038729"", ""ENSMUSG00000089945"", ""ENSMUSG00000090053""]",False,"[""ENSMUSG00000038729"", ""ENSMUSG00000089945"", ""ENSMUSG00000090053""]",{},ambiguous_ensembl
Akap8,[91],[35679],"[""56399""]","[[""56399""]]","[""56399""]","[""MGI:1928488""]","[""Akap8""]",ENSMUSG00000024045,"[""ENSMUSG00000024045""]","[""ENSMUSG00000024045""]","[""ENSMUSG00000024045""]",False,"[""ENSMUSG00000024045""]",{},one_to_one
Akr1b3,[70813922],[11464],"[""11677""]","[[""11677""]]","[""11677""]","[""MGI:1353494""]","[""Akr1b1""]",ENSMUSG00000001642,"[""ENSMUSG00000001642""]","[""ENSMUSG00000001642""]","[""ENSMUSG00000001642""]",False,"[""ENSMUSG00000001642""]",{},one_to_one
Akr1c18,[74425542],[69514],"[""105349""]","[[""105349""]]","[""105349""]","[""MGI:2145420""]","[""Akr1c18""]",ENSMUSG00000021214,"[""ENSMUSG00000021214""]","[""ENSMUSG00000021214""]","[""ENSMUSG00000021214""]",False,"[""ENSMUSG00000021214""]",{},one_to_one
Akr1e1,[356093],[35328],"[""56043""]","[[""56043""]]","[""56043""]","[""MGI:1914758""]","[""Akr1e1""]",ENSMUSG00000045410,"[""ENSMUSG00000045410""]","[""ENSMUSG00000045410""]","[""ENSMUSG00000045410""]",False,"[""ENSMUSG00000045410""]",{},one_to_one
Aktip,[1355],[14115],"[""14339""]","[[""14339""]]","[""14339""]","[""MGI:3693832""]","[""Aktip""]",ENSMUSG00000031667,"[""ENSMUSG00000031667""]","[""ENSMUSG00000031667""]","[""ENSMUSG00000031667""]",False,"[""ENSMUSG00000031667""]",{},one_to_one
Alcam,[70928271],[11445],"[""11658""]","[[""11658""]]","[""11658""]","[""MGI:1313266""]","[""Alcam""]",ENSMUSG00000022636,"[""ENSMUSG00000022636""]","[""ENSMUSG00000022636""]","[""ENSMUSG00000022636""]",False,"[""ENSMUSG00000022636""]",{},one_to_one
Aldh1a1,[72103809],[11455],"[""11668""]","[[""11668""]]","[""11668""]","[""MGI:1353450""]","[""Aldh1a1""]",ENSMUSG00000053279,"[""ENSMUSG00000053279""]","[""ENSMUSG00000053279""]","[""ENSMUSG00000053279""]",False,"[""ENSMUSG00000053279""]",{},one_to_one
Aldh1a2,[2025],[19141],"[""19378""]","[[""19378""]]","[""19378""]","[""MGI:107928""]","[""Aldh1a2""]",ENSMUSG00000013584,"[""ENSMUSG00000013584""]","[""ENSMUSG00000013584""]","[""ENSMUSG00000013584""]",False,"[""ENSMUSG00000013584""]",{},one_to_one
Aldh1l1,[1724],[71909],"[""107747""]","[[""107747""]]","[""107747""]","[""MGI:1340024""]","[""Aldh1l1""]",ENSMUSG00000030088,"[""ENSMUSG00000030088""]","[""ENSMUSG00000030088""]","[""ENSMUSG00000030088""]",False,"[""ENSMUSG00000030088""]",{},one_to_one
Aldh2,[74819240],[11456],"[""11669""]","[[""11669""]]","[""11669""]","[""MGI:99600""]","[""Aldh2""]",ENSMUSG00000029455,"[""ENSMUSG00000029455""]","[""ENSMUSG00000029455""]","[""ENSMUSG00000029455""]",False,"[""ENSMUSG00000029455""]",{},one_to_one
Aldh5a1,[77925007],[84700],"[""214579""]","[[""214579""]]","[""214579""]","[""MGI:2441982""]","[""Aldh5a1""]",ENSMUSG00000035936,"[""ENSMUSG00000035936""]","[""ENSMUSG00000035936""]","[""ENSMUSG00000035936""]",False,"[""ENSMUSG00000035936""]",{},one_to_one
Aldob,[79588294],[87009],"[""230163""]","[[""230163""]]","[""230163""]","[""MGI:87995""]","[""Aldob""]",ENSMUSG00000028307,"[""ENSMUSG00000028307""]","[""ENSMUSG00000028307""]","[""ENSMUSG00000028307""]",False,"[""ENSMUSG00000028307""]",{},one_to_one
Aldoc,"[73512352, 79556636]",[11463],"[""11676""]","[[""11676""]]","[""11676""]","[""MGI:101863""]","[""Aldoc""]",ENSMUSG00000017390,"[""ENSMUSG00000017390""]","[""ENSMUSG00000017390""]","[""ENSMUSG00000017390""]",False,"[""ENSMUSG00000017390""]",{},one_to_one
Alg1,[70616016],[83950],"[""208211""]","[[""208211""]]","[""208211""]","[""MGI:2384774""]","[""Alg1""]",ENSMUSG00000039427,"[""ENSMUSG00000039427""]","[""ENSMUSG00000039427""]","[""ENSMUSG00000039427""]",False,"[""ENSMUSG00000039427""]",{},one_to_one
